"ID","alcohol","category","country","description","designation","price","rating","region","subregion","subsubregion","title","url","varietal","vintage","winery"
"171638","19","Dessert","Italy","A traditional blend of Trebbiano (60%) and Malvasia, this amber-colored vin santo offers smokey, resin-like aromas beyond candied fruit, caramel and butterscotch. It's thick and powerful with a blast of syrupy sweetness on the close.","Vin Santo","25","92","Tuscany","Colli Etruria Centrale",NULL,"Buccia Nera 2004 Vin Santo Trebbiano-Malvasia (Colli Etruria Centrale)","https://www.winemag.com/buying-guide/buccia-nera-2004-vin-santo-italian-white-trebbiano-malvasia-colli-etruria-centrale/","Trebbiano-Malvasia","2004","Buccia Nera"
"171639","12.5","Dessert","Austria","With its balance of sweetness and acidity, this is a delicious wine that hints at honey as well as pear and ripe melon. There is a touch of wood in the background to give the wine further complexity.","Auslese",NULL,"92","Niederösterreich",NULL,NULL,"Bründlmayer 2009 Auslese Chardonnay (Niederösterreich)","https://www.winemag.com/buying-guide/brundlmayer-2009-auslese-chardonnay-niederosterreich/","Chardonnay","2009","Bründlmayer"
"171643","13","Dessert","Italy","There's an element of candied fruit and butterscotch that defines this luscious Picolit dessert wine. It opens with a deep amber color, syrupy sweetness and a very long finish accented by pine resin and maple syrup.",NULL,"55","92",NULL,"Colli Orientali del Friuli",NULL,"Jacùss 2007 Picolit (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/jacuss-2007-italian-white-picolit-colli-orientali-friuli/","Picolit","2007","Jacùss"
"171655","12","Dessert","Italy","A luminous dessert blend of Fiano and Falanghina, Privilegio is an opulent and creamy wine with sweet tones of candied fruit, honey and white almond that last long on the palate. Pair this beauty with a platter of aged cheese and sweet marmalade.","Privilegio","60","92","Southern Italy","Campania",NULL,"Feudi di San Gregorio 2008 Privilegio White (Campania)","https://www.winemag.com/buying-guide/feudi-san-gregorio-2008-privilegio-white-campania/","White Blend","2008","Feudi di San Gregorio"
"171657","11.5","Dessert","Italy","This Vin Santo-inspired dessert wine (aged 96 months in oak) shows dark aromas of resin, tar, spicy ginger, butterscotch and caramel. The wine's color is deep amber and copper and the mouthfeel is rich, chewy and extremely persistent.","Vin San Laurentino","95","92","Tuscany","Toscana",NULL,"Castello di Bossi 2001 Vin San Laurentino White (Toscana)","https://www.winemag.com/buying-guide/castello-bossi-2001-vin-san-laurentino-white-toscana/","White Blend","2001","Castello di Bossi"
"171658","13","Dessert","Italy","This smooth and silky dessert wine opens with a luminous amber-gold appearance and bright aromas of candied orange, apricot and honey. Pair it with dried almond biscuits.","Cràtis","49","92",NULL,"Colli Orientali del Friuli",NULL,"Scubla 2007 Cràtis Verduzzo Friulano (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/scubla-2007-cratis-italian-white-verduzzo-friulano-colli-orientali-friuli/","Verduzzo Friulano ","2007","Scubla"
"171717","14","Dessert","Italy","This golden Picolit, a rare dessert wine from northeast Italy, opens with bright aromas of apricot, peach soda, dried herb, honey and toasted nut. It's smooth, sweet and generous on the long finish. Try pairing it with aged cheese instead of dessert.",NULL,"65","90",NULL,"Colli Orientali del Friuli",NULL,"Conte d'Attimis-Maniago 2007 Picolit (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/conte-dattimis-maniago-2007-italian-white-picolit-colli-orientali-friuli/","Picolit","2007","Conte d'Attimis-Maniago"
"171718","14.5","Dessert","Italy","Packaged in a long, elegant bottle with a wax seal, this precious Picolit dessert wine offers aromas of stone fruit, apricot, dried mint, orange zest and ginger. It shows pretty complexity and a smooth, creamy mouthfeel.",NULL,"55","90",NULL,"Colli Orientali del Friuli",NULL,"Colutta 2007 Picolit (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/colutta-2007-italian-white-picolit-colli-orientali-friuli/","Picolit","2007","Colutta"
"171721","13.5","Dessert","Italy","Aged three years in oak, this ruby red dessert wine (made with air-dried Marzemino grapes) would pair with fudge brownies with chopped walnuts inside. Soft and succulent, it follows through with dark fruit, leather, licorice and cherry liqueur. It doesn't have the bitterness you sometimes get with sweet red wines.","Refrontolo Passito","75","90","Veneto","Colli di Conegliano",NULL,"De Stefani 2005 Refrontolo Passito Marzemino (Colli di Conegliano)","https://www.winemag.com/buying-guide/stefani-2005-refrontolo-passito-italian-red-marzemino-colli-conegliano/","Marzemino","2005","De Stefani"
"171724","16","Dessert","Italy","Gewürztraminer and Sémillon are blended in this Sicilian dessert wine (named after one of fashion's most important designers) to produce an easy, creamy wine that would pair with almond cookies or pistachio cream.","Gianfranco Ferré",NULL,"90","Sicily &amp; Sardinia","Sicilia",NULL,"Feudi del Pisciotto 2009 Gianfranco Ferré White (Sicilia)","https://www.winemag.com/buying-guide/feudi-pisciotto-2009-gianfranco-ferre-white-sicilia/","White Blend","2009","Feudi del Pisciotto"
"171736","12","Dessert","Italy","There's a soft candy-like element here that recalls butterscotch, caramel and honey-coated almond. The wine is sweet, thick and syrupy with apricot and candied orange peel on the close.",NULL,"67","90",NULL,"Colli Orientali del Friuli",NULL,"La Roncaia 2008 Picolit (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/roncaia-2008-italian-white-picolit-colli-orientali-friuli/","Picolit","2008","La Roncaia"
"171755","11.5","Dessert","Italy","Dindarello is a fresh and lively dessert wine (made with fragrant Moscato grapes) that shows immediate aromas of lemon zest, peach cobbler, white almond and chopped mint. It boasts medium density capped by a touch of zesty grapefruit.","Dindarello","19","90","Veneto","Veneto",NULL,"Maculan 2010 Dindarello Moscato (Veneto)","https://www.winemag.com/buying-guide/maculan-2010-dindarello-muscat-moscato-veneto/","Moscato","2010","Maculan"
"171757","14.5","Dessert","Italy","A blend of Grechetto and Trebbiano, this attractive Vin Santo from the Montepulciano area of Tuscany offers aromas of resin, butterscotch, caramel, toasted almond and sun-dried apricot. A crisp close helps wash away any lingering sweetness.","Antonio da Sangallo","39","90","Tuscany","Vin Santo di Montepulciano",NULL,"Fattoria Del Cerro 2004 Antonio da Sangallo  (Vin Santo di Montepulciano)","https://www.winemag.com/buying-guide/fattoria-cerro-2004-antonio-sangallo-white-vin-santo-montepulciano/","White Blend","2004","Fattoria Del Cerro"
"171760","14.4","Dessert","US","Shows the exotically ripe flavors of Calera's Viogniers, with apricots, tangerines and pears. But also incredibly sweet in honey, with a very high residual sugar content. Drink this creamy, full-bodied dessert wine with vanilla-flavored desserts and white and yellow fruits.","Doux","24","90","California","Central Coast","Central Coast","Calera 2010 Doux Viognier (Central Coast)","https://www.winemag.com/buying-guide/calera-2010-doux-viognier-central-coast/","Viognier","2010","Calera"
"171821","13","Dessert","Italy","Ramandolo is a traditional dessert wine made with Verduzzo Friulano grapes in northeast Italy. It shows candy-like aromas of butterscotch and caramel confection backed by apricot and dried rose potpourri.",NULL,"58","90",NULL,"Ramandolo",NULL,"La Roncaia 2008  Ramandolo","https://www.winemag.com/buying-guide/roncaia-2008-italian-white-verduzzo-friulano-ramandolo/","Verduzzo Friulano ","2008","La Roncaia"
"171822","12","Dessert","France","Beautiful deep gold color. Intense, concentrated nose with vibrant aromas of honey, citrus marmalade and savory botrytis notes. Deliciously sweet and succulent, yet balanced by good acidity.  Packed with flavors of sweet ultra-ripe stone and tropical fruit, with honey and botrytis notes following through. Strong minerality prevails to a long, complex finish.","Cuvée Jerémy Sélection de Grains Nobles","112","90","Alsace","Alsace",NULL,"Kuentz-Bas 2007 Cuvée Jerémy Sélection de Grains Nobles Pinot Gris (Alsace)","https://www.winemag.com/buying-guide/kuentz-bas-2007-cuvee-jeremy-selection-grains-nobles-pinot-grigio-gris-gris-alsace/","Pinot Gris","2007","Kuentz-Bas"
"171839","9","Dessert","Germany","Very honeyed and sweet, with bold flavors of apricot and mango that seem almost caramelized in their sugary intensity. Drink now and over the next few years.","Casteller Schlossberg Trockenbeerenauslese","279","90","Franken",NULL,NULL,"Castell 2007 Casteller Schlossberg Trockenbeerenauslese Silvaner (Franken)","https://www.winemag.com/buying-guide/castell-2007-casteller-schlossberg-trockenbeerenauslese-other-white-silvaner-franken/","Silvaner","2007","Castell"
"171854","6","Dessert","Austria","The sweetness almost masks the natural perfumes of the Gelber Muskateller. However, it does leave a superrich wine, packed with honey and layered with delectable acidity. The aftertaste gives a great burst of orange zest.","Trockenbeerenauslese",NULL,"91","Niederösterreich",NULL,NULL,"Bründlmayer 2009 Trockenbeerenauslese Gelber Muskateller (Niederösterreich)","https://www.winemag.com/buying-guide/brundlmayer-2009-trockenbeerenauslese-other-white-gelber-muskateller-niederosterreich/","Gelber Muskateller","2009","Bründlmayer"
"171863","14","Dessert","Italy","Apianae opens with a pretty golden color and delivers loads of beautiful, sweet flavors at an attractively low price. Orange zest, dried apricot and butterscotch are evident components of the bouquet.","Apianae","20","91","Southern Italy","Molise",NULL,"Di Majo Norante 2009 Apianae Moscato (Molise)","https://www.winemag.com/buying-guide/majo-norante-2009-apianae-muscat-moscato-molise/","Moscato","2009","Di Majo Norante"
"171872","16","Dessert","Italy","This bright passito dessert wine delivers a steady stream of apricot, honey, almond and candy-like aromas. The wine is thick, syrupy and ends with a fresh note of citrus zest.","Passito",NULL,"89","Central Italy","Verdicchio dei Castelli di Jesi",NULL,"Sartarelli 2008 Passito  (Verdicchio dei Castelli di Jesi)","https://www.winemag.com/buying-guide/sartarelli-2008-passito-italian-white-verdicchio-verdicchio-castelli-jesi/","Verdicchio","2008","Sartarelli"
"171887","15","Dessert","Italy","Gravisano is a sun-drenched dessert wine from the Murgia area of Puglia in the deep south of Italy that offers candied fruit, honey roasted almond and butterscotch flavors. The wine is soft and chewy with a thick, sweet close.","Gravisano Passito","35","89","Southern Italy","Murgia",NULL,"Botromagno 2005 Gravisano Passito Malvasia (Murgia)","https://www.winemag.com/buying-guide/botromagno-2005-gravisano-passito-italian-white-malvasia-murgia/","Malvasia","2005","Botromagno"
"171891","16","Dessert","Italy","There's a nutty, almost peanut-like aspect to the bouquet of this golden vin santo that gives the wine a drying, dusty feel. This is a particularly nice quality because it creates contrast against the wine's syrupy-sweet mouthfeel.","S. Niccolò","72","89","Tuscany","Vin Santo del Chianti Classico",NULL,"Castellare di Castellina 2005 S. Niccolò  (Vin Santo del Chianti Classico)","https://www.winemag.com/buying-guide/castellare-castellina-2005-s-niccolo-white-vin-santo-chianti-classico/","White Blend","2005","Castellare di Castellina"
"171913","13.5","Dessert","Italy","Madoro is a red dessert wine (a 80-20 blend of Marzemino and Cabernet Sauvignon) that ages five months in French oak for savory aromas of barbecue spice, mesquite wood and crushed clove. Sweet versus sour tones appear on the close.","Madoro","60","89","Veneto","Veneto",NULL,"Maculan 2009 Madoro Red (Veneto)","https://www.winemag.com/buying-guide/maculan-2009-madoro-red-veneto/","Red Blend","2009","Maculan"
"171960","13","Dessert","Italy","This very fragrant and floral dessert wine from southern Italy offers aromas of apricot, honey, toasted almond and candied fruit. The mouthfeel is thick and sweet but not over the top and for that reason you can pair this wine with most fruit-based desserts.","Dulcis in Fundo",NULL,"90","Southern Italy","Moscato di Trani",NULL,"Torrevento 2009 Dulcis in Fundo  (Moscato di Trani)","https://www.winemag.com/buying-guide/torrevento-2009-dulcis-in-fundo-muscat-moscato-moscato-trani/","Moscato","2009","Torrevento"
"172004","13.5","Dessert","Italy","L'Eremita is a spicy Recioto della Valpolicella (a red dessert wine made from the same blend of grapes as Amarone) that boasts savory tones of cigar box, barbecue smoke, brown sugar and teriyaki. The wine shows some tannins with an otherwise smooth and creamy mouthfeel.","L'Eremita","72","90","Veneto","Recioto della Valpolicella",NULL,"Ca' Rugate 2008 L'Eremita  (Recioto della Valpolicella)","https://www.winemag.com/buying-guide/ca-rugate-2008-leremita-red-recioto-della-valpolicella/","Red Blend","2008","Ca' Rugate"
"172034","6","Dessert","Germany","Starts off with some intriguing notes of musk and spice, the turns intensely sweet, with powerful honey and orange marmalade flavors that coat the mouth and refuse to leave. There's just too much sugar in the end, and not enough acid or minerality to provide the ideal balance. Still, it is impressive, and if you measure pleasure solely by grams per liter of residual sugar, this will surely strike gold.","Trockenbeerenauslese - 375 ml","350","90","Rheingau",NULL,NULL,"Schloss Vollrads 2007 Trockenbeerenauslese - 375 ml Riesling (Rheingau)","https://www.winemag.com/buying-guide/schloss-vollrads-2007-trockenbeerenauslese-375-ml-riesling-rheingau/","Riesling","2007","Schloss Vollrads"
"172064","13.5","Dessert","Italy","This zesty Picolit opens with a luminous, golden color and vibrant aromas of lemon zest, stone fruit, pear and Golden Delicious apple. There's a touch of honey and white almond that accent an elegant, easy close.",NULL,"95","89",NULL,"Colli Orientali del Friuli",NULL,"Dario Coos 2009 Picolit (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/dario-coos-2009-italian-white-picolit-colli-orientali-friuli/","Picolit","2009","Dario Coos"
"172115","12.5","Dessert","Italy","This deeply aromatic passito dessert wine offers an extremely floral bouquet with overtones of jasmine and orange blossom. It tastes sweet and sticky and could be paired with carrot cake or lemon-lime cream pie.","Collina d'Oro Passito","20","89","Central Italy","Umbria",NULL,"Il Collino di Todi 2010 Collina d'Oro Passito Moscato Giallo (Umbria)","https://www.winemag.com/buying-guide/il-collino-todi-2010-collina-doro-passito-italian-white-moscato-giallo-umbria/","Moscato Giallo","2010","Il Collino di Todi"
"172151","14.5","Dessert","Italy","Here's a dessert wine made with red Refosco grapes from northern Italy that delivers savory aromas of spice, leather, tobacco and dried berry fruit. You feel the sweetness in the mouth, however, followed by soft tannins.","Passione Passito Cason Brusà","45","88","Veneto","Veneto",NULL,"Beccarello 2008 Passione Passito Cason Brusà Refosco (Veneto)","https://www.winemag.com/buying-guide/beccarello-2008-passione-passito-cason-brusa-italian-red-refosco-veneto/","Refosco","2008","Beccarello"
"172152","14","Dessert","Italy","Made with air-dried Tocai Friulano grapes (now simply called Friulano), this golden wine opens with apricot tones, peach, candied fruit and honey. It's a simple, clean sweet wine with a crisp touch of acidity on the finish.","Oro Cason Brusà Vino Passito","45","88","Veneto","Lison-Pramaggiore",NULL,"Beccarello 2008 Oro Cason Brusà Vino Passito Friulano (Lison-Pramaggiore)","https://www.winemag.com/buying-guide/beccarello-2008-oro-cason-brusa-vino-passito-italian-white-friulano-lison-pramaggiore/","Friulano","2008","Beccarello"
"172222","14","Dessert","Italy","Mocali's golden Moscadello represents a category of wine that was popular before the hearty red Brunello took the Montalcino spotlight. Sweet and syrupy with a lively golden color, pair this dessert wine with crème caramel or brûlée.",NULL,NULL,"88","Tuscany","Moscadello di Montalcino",NULL,"Mocali 2006  Moscadello di Montalcino","https://www.winemag.com/buying-guide/mocali-2006-muscat-moscadello-moscadello-montalcino/","Moscadello","2006","Mocali"
"172287","14.5","Dessert","Italy","Ramandolo is a traditional dessert wine with roots in northeast Italy that opens with sweet aromas of candied fruit, pickled ginger and crème brûlée. A spicy touch of peppermint or dried herb keeps the mouthfeel focused and sharp.",NULL,"69","88",NULL,"Ramandolo",NULL,"Dario Coos 2008  Ramandolo","https://www.winemag.com/buying-guide/dario-coos-2008-italian-white-verduzzo-friulano-ramandolo/","Verduzzo Friulano ","2008","Dario Coos"
"172295","13.5","Dessert","Italy","A touch of dried apple skin and cinnamon stick open the nose of this hearty, red dessert wine. It presents tight tannins, with a sweet, chewy chocolate aftertaste.","La Roggia","60","88","Veneto","Recioto della Valpolicella Classico",NULL,"Speri 2007 La Roggia  (Recioto della Valpolicella Classico)","https://www.winemag.com/buying-guide/speri-2007-roggia-red-recioto-della-valpolicella-classico/","Red Blend","2007","Speri"
"172309","14.5","Dessert","Italy","Villa Rubini's golden Picolit dessert wine opens with a thick, dense mouthfeel and bright aromas of orange zest, candied fruit and crème caramel. Pair this wine with savory, aged cheese.",NULL,"25","88",NULL,"Colli Orientali del Friuli",NULL,"Villa Rubini 2009 Picolit (Colli Orientali del Friuli)","https://www.winemag.com/buying-guide/villa-rubini-2009-italian-white-picolit-colli-orientali-friuli/","Picolit","2009","Villa Rubini"
"172340","13.5","Dessert","Italy","A late-harvest wine made with aromatic Traminer grapes, Trama opens with a dark brown or copper color and musky aromas of dried hay, candied fruit, apricot, candied orange peel and lemon drops. The sweet, syrupy mouthfeel is washed clean by crisp acidity.","Trama Vendemmia Tardiva",NULL,"88","Tuscany","Maremma",NULL,"Fortediga 2007 Trama Vendemmia Tardiva Traminer (Maremma)","https://www.winemag.com/buying-guide/fortediga-2007-trama-vendemmia-tardiva-other-white-traminer-maremma/","Traminer","2007","Fortediga"
"172348","12.5","Dessert","Italy","The full name of this Italian dessert wine is: In my next life, I'll be thin. Pass the Cookies! Whimsical humor aside, the Verduzzo-based wine is made with air-dried grapes for intensely concentrated tones of butterscotch and candied fruit.","Pass the Cookies!","25","88",NULL,"Venezia Giulia",NULL,"Di Lenardo 2010 Pass the Cookies! Verduzzo (Venezia Giulia)","https://www.winemag.com/buying-guide/lenardo-2010-pass-cookies-italian-white-verduzzo-venezia-giulia/","Verduzzo","2010","Di Lenardo"
"172363","15","Dessert","Italy","Hermes is made with air-dried Moscato grapes on the beautiful island of Sardinia. The amber-colored wine is redolent of candied fruit, butterscotch, caramel, orange zest and honey. Dried ginger and sharp resin characterize the close.","Hermes","38","89","Sicily &amp; Sardinia","Isola dei Nuraghi",NULL,"Tenute Soletta 2006 Hermes Moscato (Isola dei Nuraghi)","https://www.winemag.com/buying-guide/tenute-soletta-2006-hermes-muscat-moscato-isola-nuraghi/","Moscato","2006","Tenute Soletta"
"172392","15.5","Dessert","Italy","The popular dry red wine, Sagrantino di Montefalco, was originally born as a sweet sacramental wine much like this expression from Fongoli. Sweet overtones of dried currant and cassis are backed by a thick wall of jackhammer tannins.","Passito","37","87","Central Italy","Montefalco Sagrantino",NULL,"Fongoli 2006 Passito  (Montefalco Sagrantino)","https://www.winemag.com/buying-guide/fongoli-2006-passito-italian-red-sagrantino-montefalco-sagrantino/","Sagrantino","2006","Fongoli"
"172578","14","Dessert","Italy","This dark rosé Moscato Rosa dessert wine shows brambly notes of forest floor and wild cherry backed by cassis liqueur and dried spice. Pair the wine with dried biscuits or sponge cake with a fresh fruit filling.","Moscato Rosa","28","88",NULL,"Delle Venezie",NULL,"Emilio Bulfon 2009 Moscato Rosa Rosé (Delle Venezie)","https://www.winemag.com/buying-guide/emilio-bulfon-2009-moscato-rosa-rose-delle-venezie/","Rosé","2009","Emilio Bulfon"
"172584","13.5","Dessert","Italy","It's hard to imagine naturally tannic Sagrantino as a dessert wine but indeed this native Umbrian red grape was traditionally made in a sweet style to soften its firm astringency. Deeply red and richly concentrated, it shows chocolate, savory spice and blackberry. Drying tannins keep the palate clean.","Passito","49","88","Central Italy","Montefalco Sagrantino",NULL,"Còlpetrone 2007 Passito  (Montefalco Sagrantino)","https://www.winemag.com/buying-guide/colpetrone-2007-passito-italian-red-sagrantino-montefalco-sagrantino/","Sagrantino","2007","Còlpetrone"
"172597","11","Dessert","Italy","An aromatic blend of Traminer and Sauvignon Blanc (with small percentages of Pinots Bianco and Grigio), Rodon is a clean dessert wine with chewy aromas of stone fruit and apricot with a touch of rubbery gum on the close.","Rodon Maso delle Rose","41","88","Italy Other","Vino da Tavola",NULL,"Josef Weger 2005 Rodon Maso delle Rose White (Vino da Tavola)","https://www.winemag.com/buying-guide/josef-weger-2005-rodon-maso-delle-rose-white-vino-tavola/","White Blend","2005","Josef Weger"
"172798","17","Dessert","Italy","The concept of a dessert wine made with hearty red Primitivo grapes is very rare indeed, but this producer pulls it off with style and confidence. Smoky barbecue tones and jammy aromas of blackberry preserves set the stage. Bitter tannins mark the close.","Corimei",NULL,"87","Southern Italy","Salento",NULL,"Schola Sarmenti di Terrulenta 2008 Corimei Primitivo (Salento)","https://www.winemag.com/buying-guide/schola-sarmenti-terrulenta-2008-corimei-zinfandel-primitivo-salento/","Primitivo","2008","Schola Sarmenti di Terrulenta"
"172901","6","Dessert","Italy","Brachetto d'Acqui is a sweet sparkling red wine that would pair with chocolate-based desserts or savory foods such as sliced salami and cold cuts. This expression is packed tight with lively berry fruit.","Bricco Rioglio","27","85","Piedmont","Brachetto d'Acqui",NULL,"Rinaldi 2009 Bricco Rioglio  (Brachetto d'Acqui)","https://www.winemag.com/buying-guide/rinaldi-2009-bricco-rioglio-italian-red-brachetto-brachetto-dacqui/","Brachetto","2009","Rinaldi"
"172905","12","Dessert","US","Very sweet in honey and bubbling brown sugar, but thin in fruit. There are orange, apricot and vanilla flavors, but the sweetness dwarfs them.","Late Harvest","20","85","California","Mendocino County","Anderson Valley","Husch 2010 Late Harvest Gewürztraminer (Anderson Valley)","https://www.winemag.com/buying-guide/husch-2010-late-harvest-gewurztraminer-mendocino-lake-counties-anderson-valley/","Gewürztraminer","2010","Husch"
"173113","18.7","Dessert","US","Very, very sweet, with heavily sugared apricot, grilled pineapple, golden mango and vanilla cream flavors. Lots of oaky butterscotch and caramel, as well. Lacks vital structure, though, which limits the score.","Viognier","25","86","California","Sonoma","Russian River Valley","Trentadue 2007 Viognier Port (Russian River Valley)","https://www.winemag.com/buying-guide/trentadue-2007-viognier-port-blend-port-sonoma-russian-river-valley/","Port","2007","Trentadue"
"173215","6","Dessert","Italy","Lightly fizzy and luminous in appearance, this sweet Moscato sparkler would pair with moist sponge cake or fruit tarts. Very sweet flavors of lavender honey and ripe summer peach accent the close.","Stella Rosa Imperiale",NULL,"85","Piedmont","Piedmont",NULL,"Il Conte d'Alba NV Stella Rosa Imperiale Moscato (Piedmont)","https://www.winemag.com/buying-guide/il-conte-dalba-nv-stella-rosa-imperiale-muscat-moscato-piedmont/","Moscato",NULL,"Il Conte d'Alba"
"173273","6","Dessert","Italy","There's a touch of chopped herb or spice at the front of this sweet red fizzy wine from northern Italy. Otherwise, the wine follows through with tons of raspberry, blueberry and sweet cherry.","Bricco Rioglio","27","85","Piedmont","Brachetto d'Acqui",NULL,"Rinaldi 2010 Bricco Rioglio  (Brachetto d'Acqui)","https://www.winemag.com/buying-guide/rinaldi-2010-bricco-rioglio-italian-red-brachetto-brachetto-dacqui/","Brachetto","2010","Rinaldi"
"173279","6","Dessert","Italy","Brachetto d'Acqui is a sweet, fizzy red wine that is popular in northwest Italy. The wine is slowly making its mark in the USA thanks to its easy-drinking character and fresh berry nuances. This expression opens with ruby mousse and sweet raspberry.","Stella Rosa Imperiale",NULL,"85","Piedmont","Brachetto d'Acqui",NULL,"Il Conte d'Alba NV Stella Rosa Imperiale  (Brachetto d'Acqui)","https://www.winemag.com/buying-guide/il-conte-dalba-nv-stella-rosa-imperiale-italian-red-brachetto-brachetto-dacqui/","Brachetto",NULL,"Il Conte d'Alba"
"173289","7","Dessert","Italy","Brachetto d'Acqui is a sweet, red sparkling wine that would pair with white chocolate desserts, pecan pie or moist chocolate chip cookies. It's an easy, fruity wine with loads of berry, cassis and raspberry on the sweet finish.","Rosa Regale",NULL,"85","Piedmont","Brachetto d'Acqui",NULL,"Vigne Regali 2010 Rosa Regale  (Brachetto d'Acqui)","https://www.winemag.com/buying-guide/vigne-regali-2010-rosa-regale-italian-red-brachetto-brachetto-dacqui/","Brachetto","2010","Vigne Regali"
"173321","17.9","Dessert","US","Sweet, but lacking in substance, with thin, sugary raspberry, blackberry and chocolate flavors. If sugar is all you need, it's for you, but it seriously requires greater depth, especially at this price.","Delicias Estate Zinfandel","50","85","California","Napa","Napa Valley","Peju 2007 Delicias Estate Zinfandel Port (Napa Valley)","https://www.winemag.com/buying-guide/peju-2007-delicias-estate-zinfandel-port-blend-port-napa-valley/","Port","2007","Peju"
"173332","11","Dessert","US","This sweet dessert wine is riding the Moscato wave. It's clean and brisk in acidity, with flavors of oranges, honey and vanilla. Nice picnic wine, or drink with a weekend brunch.","Domino","7","85","California","California Other","California","Delicato 2010 Domino Moscato (California)","https://www.winemag.com/buying-guide/delicato-2010-domino-muscat-moscato-other/","Moscato","2010","Delicato"
"173406","6.5","Dessert","Italy","This pink sweet sparkler (made with fragrant Moscato grapes) opens with an intense bouquet of raspberry, jasmine and honey. It's a blush wine with a soft, foamy finish.","Rosato",NULL,"83","Piedmont","Piedmont",NULL,"Tosti NV Rosato Moscato (Piedmont)","https://www.winemag.com/buying-guide/tosti-nv-rosato-muscat-moscato-piedmont/","Moscato",NULL,"Tosti"
"173416","5.5","Dessert","Italy","If you've never heard of “Orange Moscato” you're probably not alone. The wine presents a pale, golden color but the aromas definitely tend toward tangerine skin and orange zest. It's frizzy, creamy and very sweet on the close.","Stella Rosa Fior d'Arancio",NULL,"83","Veneto","Colli Euganei",NULL,"Il Conte d'Alba NV Stella Rosa Fior d'Arancio Sparkling (Colli Euganei)","https://www.winemag.com/buying-guide/il-conte-dalba-nv-stella-rosa-fior-darancio-sparkling-colli-euganei/","Sparkling Blend",NULL,"Il Conte d'Alba"
"173463","11","Dessert","US","Very sweet in white sugared apricot and tangerine flavors, this wine fortunately has enough crisp acidity for balance. Caters to the current liking for sweet Moscato.",NULL,"10","83","California","Central Coast","Central Coast","Doon Buggy 2010 Moscato (Central Coast)","https://www.winemag.com/buying-guide/doon-buggy-2010-muscat-moscato-central-coast/","Moscato","2010","Doon Buggy"
"173556","9.5","Dessert","Italy","Here's a light, slightly sweet white wine that offers floral aromas backed by stone fruit and citrus. Packaged in a squat, round bottle, it delivers no-fuss drinking and good cheer.","Giallo","20","84",NULL,"Trentino",NULL,"Gaierhof 2010 Giallo Moscato Giallo (Trentino)","https://www.winemag.com/buying-guide/gaierhof-2010-giallo-italian-white-moscato-giallo-trentino/","Moscato Giallo","2010","Gaierhof"
"173577","9.5","Dessert","Italy","Here's a rosé version of a sweet sparkling Moscato that opens with a pale pink color and pretty aromas of sweet honey and berry candy. Soft, easy sweetness brings it together in the mouth.","Stella Rosa Imperiale Rosè",NULL,"84","Piedmont","Piedmont",NULL,"Il Conte d'Alba NV Stella Rosa Imperiale Rosè Moscato (Piedmont)","https://www.winemag.com/buying-guide/il-conte-dalba-nv-stella-rosa-imperiale-rose-muscat-moscato-piedmont/","Moscato",NULL,"Il Conte d'Alba"
"173635","6.5","Dessert","Italy","Birbet is a red, sweet sparkling wine with creamy mousse and bright aromas of blueberry, raspberry and sweet cherry. Try it with coffee cake or chewy chocolate chip cookies with chopped nuts.","Birbet","18","84","Piedmont","Piedmont",NULL,"Demarie NV Birbet Brachetto (Piedmont)","https://www.winemag.com/buying-guide/demarie-nv-birbet-italian-red-brachetto-piedmont/","Brachetto",NULL,"Demarie"
"173638","7.5","Dessert","Italy","Creamy and foamy with soft tones of peach and honey, this cheerful Asti would pair with fruit salad, cookies or can be consumed as an early afternoon appetizer wine (thanks to its low 7.5% alcohol) simply on its own.",NULL,NULL,"84","Piedmont","Asti",NULL,"Tosti NV Moscato (Asti)","https://www.winemag.com/buying-guide/tosti-nv-moscato-asti-142414/","Moscato",NULL,"Tosti"
"173649","7.5","Dessert","Italy","At first mingled with the fruit was a lactic, slightly cheesy element which didn't entirely blow off, but became less intrusive over time. Solid mid palate, and plenty of lush fruit, the wine was actually well balanced but finished a little short.",NULL,"15","83","Piedmont","Asti",NULL,"Tosti NV Sparkling (Asti)","https://www.winemag.com/buying-guide/tosti-nv-sparkling-asti/","Sparkling Blend",NULL,"Tosti"
"173667","14","Dessert","France","A botrytis-driven wine, sweet while also balanced with honey and lemon acidity. The spicy character of Pinot Gris is overtaken by this sweetness, giving a textured wine with a final burst of richness.","Vendanges Tardives","50","92","Alsace","Alsace",NULL,"Joseph Cattin 2007 Vendanges Tardives Pinot Gris (Alsace)","https://www.winemag.com/buying-guide/joseph-cattin-2007-vendanges-tardives-pinot-grigio-gris-gris-alsace/","Pinot Gris","2007","Joseph Cattin"
